"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa","Zmarina_668_v3.1.cds_primaryTranscriptOnly.fa"
"Ccin_YS129.v1.contig_1010_pilon.g007550.t1","0.772","0.251","1.859","0.713","","1.816","2.120","2.168","1.821","0.710","1.849","1.821","1.845","1.826","2.244","2.068","1.774","2.147","0.554","0.711","0.606","0.635","1.821","0.470","0.433","1.813","0.554","2.259","1.867","1.859","2.209","1.861","1.817","2.145","1.826","0.598","1.834","2.117","0.624","2.273"
"Pero_YS156.v1.contig_900_pilon.g392280.t1","0.761","0.419","1.848","0.703","0.438","1.806","2.110","2.157","1.810","0.699","1.839","1.810","1.834","1.815","2.233","2.057","1.764","2.136","0.543","0.700","0.595","0.624","1.810","0.459","","1.802","0.543","2.248","1.856","1.848","2.198","1.850","1.806","2.134","1.815","0.588","1.823","2.106","0.613","2.262"
"Pero_YS156.v1.contig_900_pilon.g392290.t1","0.761","0.419","1.848","0.703","0.438","1.806","2.110","2.157","1.810","0.699","1.839","1.810","1.834","1.815","2.233","2.057","1.764","2.136","0.543","0.700","0.595","0.624","1.810","0.459","","1.802","0.543","2.248","1.856","1.848","2.198","1.850","1.806","2.134","1.815","0.588","1.823","2.106","0.613","2.262"
"Pero_YS156.v1.contig_900_pilon.g392320.t1","0.737","0.396","1.825","0.679","0.415","1.782","2.086","2.133","1.786","0.676","1.815","1.786","1.811","1.792","2.210","2.033","1.740","2.113","0.519","0.676","0.572","0.600","1.786","0.435","","1.778","0.519","2.224","1.832","1.824","2.174","1.826","1.783","2.110","1.791","0.564","1.800","2.082","0.590","2.239"
"Msam_YS158.v1.contig_60.g130770.t1","0.717","0.432","1.804","0.659","0.452","1.762","2.066","2.113","1.766","0.655","1.795","1.766","1.790","1.771","2.189","2.013","1.720","2.092","0.499","0.656","0.551","0.580","1.766","","0.435","1.758","0.499","2.204","1.812","1.804","2.154","1.806","1.762","2.090","1.771","0.543","1.779","2.062","0.569","2.218"
"Ctet_YS88.v1.contig_71_pilon.g187350.t1","0.668","0.673","1.755","0.007","0.692","1.713","2.017","2.064","1.717","","1.746","1.717","1.742","1.723","2.140","1.964","1.671","2.043","0.675","0.833","0.728","0.757","1.717","0.655","0.676","1.709","0.675","2.155","1.763","1.755","2.105","1.757","1.714","2.041","1.722","0.720","1.730","2.013","0.746","2.169"
"Ccajan.v1.contig_1083_pilon.g039000.t1","0.672","0.676","1.759","","0.695","1.716","2.020","2.068","1.721","0.007","1.749","1.721","1.745","1.726","2.144","1.968","1.674","2.047","0.679","0.836","0.731","0.760","1.720","0.659","0.679","1.713","0.679","2.159","1.767","1.758","2.109","1.761","1.717","2.045","1.726","0.724","1.734","2.017","0.749","2.173"
"Aameric_YS121.v1.contig_317_pilon.g139320.t1","","0.824","1.797","0.761","0.844","1.754","2.058","2.106","1.758","0.758","1.787","1.758","1.783","1.764","2.182","2.006","1.712","2.085","0.827","0.984","0.880","0.908","1.758","0.807","0.827","1.751","0.827","2.197","1.805","1.796","2.147","1.799","1.755","2.082","1.763","0.872","1.772","2.054","0.898","2.211"
"Aameric_YS121.v1.contig_317_pilon.g139240.t1","","0.821","1.793","0.758","0.840","1.751","2.054","2.102","1.755","0.754","1.784","1.755","1.779","1.760","2.178","2.002","1.709","2.081","0.823","0.981","0.876","0.905","1.755","0.803","0.824","1.747","0.823","2.193","1.801","1.793","2.143","1.795","1.751","2.079","1.760","0.868","1.768","2.051","0.894","2.207"
"Aameric_YS121.v1.contig_317_pilon.g139430.t1","","0.753","1.725","0.690","0.772","1.682","1.986","2.034","1.687","0.686","1.715","1.687","1.711","1.692","2.110","1.934","1.641","2.013","0.755","0.912","0.808","0.837","1.687","0.735","0.755","1.679","0.755","2.125","1.733","1.725","2.075","1.727","1.683","2.011","1.692","0.800","1.700","1.983","0.826","2.139"
"Aameric_YS121.v1.contig_317_pilon.g139270.t1","","0.735","1.707","0.672","0.754","1.664","1.968","2.016","1.669","0.668","1.697","1.669","1.693","1.674","2.092","1.916","1.623","1.995","0.737","0.894","0.790","0.819","1.669","0.717","0.737","1.661","0.737","2.107","1.715","1.707","2.057","1.709","1.665","1.993","1.674","0.782","1.682","1.965","0.808","2.121"
"Maxil_YS73.v1.contig_103_pilon.g000220.t1","1.914","0.859","2.002","1.405","0.550","1.960","2.264","2.311","1.964","1.405","1.993","1.964","1.988","1.969","2.387","2.211","1.689","2.290","0.331","2.010","","2.010","1.964","0.403","1.862","1.956","0.332","2.402","2.010","0.639","2.352","0.525","1.960","2.288","1.969","2.000","1.732","2.338","2.012","2.494"
"Maxil_YS73.v1.contig_103_pilon.g000200.t1","1.916","0.862","2.005","1.408","0.553","1.962","2.266","2.314","1.966","1.408","1.995","1.966","1.991","1.972","2.390","2.214","1.692","2.293","0.333","2.013","","2.012","1.966","0.406","1.864","1.958","0.335","2.405","2.013","0.641","2.355","0.528","1.963","2.290","1.971","2.002","1.735","2.340","2.014","2.496"
"Maxil_YS73.v1.contig_103_pilon.g000260.t1","1.929","0.874","2.018","1.421","0.566","1.975","2.279","2.326","1.979","1.421","2.008","1.979","2.004","1.985","2.403","2.226","1.705","2.306","0.346","2.025","","2.025","1.979","0.419","1.877","1.971","0.347","2.417","2.025","0.654","2.367","0.541","1.976","2.303","1.984","2.015","1.748","2.353","2.027","2.509"
"Plun_YS103.v1.contig_1191_pilon.g039630.t1","1.934","0.879","2.022","1.425","0.570","1.979","2.283","2.331","1.984","1.425","2.012","1.984","2.008","1.989","2.407","2.231","1.709","2.310","0.006","2.030","0.332","2.030","1.984","0.423","1.882","1.976","","2.422","2.030","0.658","2.372","0.545","1.980","2.308","1.989","2.019","1.752","2.357","2.031","2.514"
"Lpur_YS149.v1.contig_10_pilon.g001110.t1","1.932","0.878","2.021","1.424","0.569","1.978","2.282","2.330","1.982","1.424","2.011","1.982","2.007","1.988","2.406","2.230","1.708","2.309","","2.029","0.331","2.028","1.982","0.422","1.880","1.974","0.006","2.421","2.029","0.657","2.371","0.544","1.979","2.306","1.987","2.018","1.751","2.356","2.030","2.512"
"Msam_YS158.v1.contig_905.g210130.t1","1.882","0.827","1.970","1.374","0.519","1.928","2.232","2.279","1.932","1.374","1.961","1.932","1.957","1.938","2.356","2.179","1.658","2.259","0.422","1.978","0.403","1.978","1.932","","1.830","1.924","0.423","2.370","1.978","0.607","2.320","0.494","1.929","2.256","1.937","1.968","1.701","2.306","1.980","2.462"
"Shelov_YS99.v1.contig_44_pilon.g157140.t1","1.904","0.849","1.992","1.395","0.540","1.950","2.253","2.301","1.954","1.395","1.983","1.954","1.978","1.959","2.377","2.201","1.679","2.280","0.544","2.000","0.525","2.000","1.954","0.494","1.852","1.946","0.545","2.392","2.000","0.629","2.342","","1.950","2.278","1.959","1.990","1.722","2.328","2.002","2.484"
"Ccin_YS129.v1.contig_1008_pilon.g000710.t1","1.879","0.824","1.967","1.371","","1.925","2.229","2.276","1.929","1.371","1.958","1.929","1.954","1.935","2.352","2.176","1.654","2.255","0.569","1.975","0.501","1.975","1.929","0.519","1.827","1.921","0.570","2.367","1.975","0.604","2.317","0.540","1.926","2.253","1.934","1.965","1.698","2.303","1.977","2.459"
"Maxil_YS73.v1.contig_103_pilon.g000280.t1","1.827","0.772","1.915","1.318","0.501","1.872","2.176","2.224","1.877","1.318","1.905","1.877","1.901","1.882","2.300","2.124","1.602","2.203","0.554","1.923","","1.922","1.876","0.504","1.774","1.869","0.555","2.315","1.923","0.551","2.265","0.525","1.873","2.200","1.882","1.912","1.645","2.250","1.924","2.407"
"Msam_YS158.v1.contig_339.g094590.t1","1.937","0.882","2.025","1.429","0.668","1.983","2.287","2.334","1.987","1.429","2.016","1.987","2.012","1.993","2.410","2.234","1.713","2.314","0.721","2.033","0.615","2.033","1.987","","1.885","1.979","0.722","2.425","2.033","0.077","2.375","0.692","1.984","2.311","1.992","2.023","1.756","2.361","2.035","2.517"
"Ptet_YS159.v1.contig_231_pilon.g025630.t1","1.873","0.819","1.962","1.365","0.604","1.919","2.223","2.271","1.923","1.365","1.952","1.923","1.948","1.929","2.347","2.171","1.649","2.250","0.657","1.970","0.551","1.969","1.923","0.008","1.821","1.915","0.658","2.362","1.970","","2.312","0.629","1.920","2.247","1.928","1.959","1.692","2.297","1.971","2.453"
"Msam_YS158.v1.contig_339.g094610.t1","1.866","0.811","1.954","1.357","0.596","1.911","2.215","2.263","1.916","1.357","1.944","1.916","1.940","1.921","2.339","2.163","1.641","2.242","0.649","1.962","0.543","1.961","1.915","","1.813","1.908","0.651","2.354","1.962","0.008","2.304","0.621","1.912","2.239","1.921","1.951","1.684","2.289","1.963","2.446"
"Ccin_YS129.v1.contig_894_pilon.g219810.t1","1.893","0.278","1.981","1.384","","1.939","2.243","2.290","1.943","1.384","1.972","1.943","1.968","1.948","2.366","2.190","1.668","2.269","0.844","1.989","0.533","1.989","1.943","0.589","1.841","1.935","0.845","2.381","1.989","0.589","2.331","0.815","1.940","2.267","1.948","1.979","1.711","2.317","1.991","2.473"
"Abit_YS124.v1.contig_246_pilon.g027770.t1","1.927","","2.015","1.418","0.278","1.973","2.277","2.324","1.977","1.418","2.006","1.977","2.001","1.982","2.400","2.224","1.702","2.303","0.878","2.023","0.567","2.023","1.977","0.623","1.875","1.969","0.879","2.415","2.023","0.623","2.365","0.849","1.973","2.301","1.982","2.013","1.745","2.351","2.025","2.507"
"Ptet_YS159.v1.contig_236_pilon.g029310.t1","1.953","0.623","2.042","1.445","0.589","1.999","2.303","2.350","2.003","1.445","2.032","2.003","2.028","2.009","2.427","2.250","1.729","2.330","0.904","2.049","0.594","2.049","2.003","0.000","1.901","1.995","0.905","2.441","2.049","","2.391","0.875","2.000","2.327","2.008","2.039","1.772","2.377","2.051","2.533"
"Msam_YS158.v1.contig_905.g210020.t1","1.953","0.623","2.042","1.445","0.589","1.999","2.303","2.350","2.003","1.445","2.032","2.003","2.028","2.009","2.427","2.250","1.729","2.330","0.904","2.049","0.594","2.049","2.003","","1.901","1.995","0.905","2.441","2.049","0.000","2.391","0.875","2.000","2.327","2.008","2.039","1.772","2.377","2.051","2.533"
"Maxil_YS73.v1.contig_103_pilon.g000530.t1","1.844","0.567","1.932","1.335","0.533","1.889","2.193","2.241","1.894","1.335","1.922","1.894","1.918","1.899","2.317","2.141","1.619","2.220","0.794","1.940","","1.939","1.894","0.573","1.792","1.886","0.796","2.332","1.940","0.594","2.282","0.766","1.890","2.218","1.899","1.929","1.662","2.267","1.941","2.424"
"Msam_YS158.v1.contig_905.g209280.t1","1.841","0.668","1.930","1.333","0.634","1.887","2.191","2.239","1.891","1.333","1.920","1.891","1.916","1.897","2.315","2.139","1.617","2.218","0.792","1.938","0.585","1.937","1.891","","1.789","1.883","0.793","2.330","1.938","0.694","2.280","0.763","1.888","2.215","1.896","1.927","1.660","2.265","1.939","2.421"
"Msam_YS158.v1.contig_905.g209300.t1","1.830","0.657","1.918","1.321","0.623","1.876","2.180","2.227","1.880","1.321","1.909","1.880","1.905","1.885","2.303","2.127","1.605","2.206","0.781","1.926","0.573","1.926","1.880","","1.778","1.872","0.782","2.318","1.926","0.683","2.268","0.752","1.877","2.204","1.885","1.916","1.648","2.254","1.928","2.410"
"Shelov_YS99.v1.contig_44_pilon.g157750.t1","1.868","1.523","1.956","1.053","0.586","1.913","2.217","2.265","1.918","1.053","1.946","1.918","1.942","1.923","2.341","2.165","1.643","2.244","1.529","1.964","0.459","1.963","1.917","0.590","1.815","1.910","1.530","2.356","1.964","1.470","2.306","","1.914","2.242","1.923","1.953","1.686","2.291","1.965","2.448"
"Shelov_YS99.v1.contig_44_pilon.g156670.t1","1.856","1.512","1.945","1.042","0.575","1.902","2.206","2.254","1.906","1.042","1.935","1.906","1.931","1.912","2.330","2.154","1.632","2.233","1.518","1.953","0.448","1.952","1.906","0.579","1.804","1.899","1.519","2.345","1.953","1.459","2.295","","1.903","2.230","1.911","1.942","1.675","2.280","1.954","2.437"
"Shelov_YS99.v1.contig_44_pilon.g156860.t1","1.897","1.553","1.985","1.083","0.616","1.943","2.246","2.294","1.947","1.083","1.976","1.947","1.971","1.952","2.370","2.194","1.672","2.273","1.558","1.993","0.488","1.993","1.947","0.619","1.845","1.939","1.560","2.385","1.993","1.499","2.335","","1.943","2.271","1.952","1.983","1.715","2.321","1.995","2.477"
"Maxil_YS73.v1.contig_253_pilon.g200770.t1","1.765","1.421","1.854","0.951","0.484","1.811","2.115","2.163","1.815","0.951","1.844","1.815","1.840","1.821","2.239","2.063","1.541","2.142","1.427","1.862","","1.861","1.815","0.488","1.713","1.807","1.428","2.254","1.862","1.368","2.204","0.448","1.812","2.139","1.820","1.851","1.584","2.189","1.863","2.345"
"Msam_YS158.v1.contig_905.g208590.t1","1.800","1.456","1.889","0.986","0.519","1.846","2.150","2.198","1.850","0.986","1.879","1.850","1.875","1.856","2.274","2.098","1.576","2.177","1.462","1.897","0.488","1.896","1.850","","1.748","1.843","1.463","2.289","1.897","1.403","2.239","0.579","1.847","2.174","1.855","1.886","1.619","2.224","1.898","2.380"
"Ccin_YS129.v1.contig_1008_pilon.g001000.t1","1.760","1.415","1.848","0.945","","1.805","2.109","2.157","1.810","0.945","1.838","1.810","1.834","1.815","2.233","2.057","1.535","2.136","1.421","1.856","0.513","1.855","1.809","0.548","1.708","1.802","1.422","2.248","1.856","1.362","2.198","0.604","1.806","2.134","1.815","1.845","1.578","2.183","1.857","2.340"
"Ccin_YS129.v1.contig_1008_pilon.g000970.t1","1.740","1.396","1.828","0.926","","1.786","2.090","2.137","1.790","0.926","1.819","1.790","1.815","1.796","2.213","2.037","1.515","2.116","1.401","1.836","0.493","1.836","1.790","0.528","1.688","1.782","1.403","2.228","1.836","1.342","2.178","0.584","1.787","2.114","1.795","1.826","1.558","2.164","1.838","2.320"
"Ccin_YS129.v1.contig_1010_pilon.g001430.t1","1.731","1.387","1.819","0.917","","1.777","2.081","2.128","1.781","0.917","1.810","1.781","1.806","1.787","2.204","2.028","1.506","2.107","1.392","1.827","0.484","1.827","1.781","0.519","1.679","1.773","1.394","2.219","1.827","1.333","2.169","0.575","1.778","2.105","1.786","1.817","1.550","2.155","1.829","2.311"
"Ctet_YS88.v1.contig_197_pilon.g106620.t1","1.775","1.431","1.864","0.007","0.930","1.821","2.125","2.172","1.825","","1.854","1.825","1.850","1.831","2.249","2.073","1.551","2.152","1.437","1.872","0.964","1.871","1.825","0.999","1.723","1.817","1.438","2.264","1.872","1.378","2.214","1.055","1.822","2.149","1.830","1.861","1.594","2.199","1.873","2.355"
"Ccajan.v1.contig_1862_pilon.g213850.t1","1.783","1.439","1.871","","0.937","1.828","2.132","2.180","1.833","0.007","1.861","1.833","1.857","1.838","2.256","2.080","1.558","2.159","1.444","1.879","0.971","1.878","1.833","1.006","1.731","1.825","1.445","2.271","1.879","1.385","2.221","1.062","1.829","2.157","1.838","1.868","1.601","2.206","1.880","2.363"
"Ctet_YS88.v1.contig_197_pilon.g106610.t1","1.762","1.418","1.851","0.000","0.917","1.808","2.112","2.160","1.812","","1.841","1.812","1.837","1.818","2.236","2.060","1.538","2.139","1.424","1.859","0.951","1.858","1.812","0.986","1.710","1.805","1.425","2.251","1.859","1.365","2.201","1.042","1.809","2.136","1.817","1.848","1.581","2.186","1.860","2.343"
"Ccajan.v1.contig_1862_pilon.g213860.t1","1.762","1.418","1.851","","0.917","1.808","2.112","2.160","1.812","0.000","1.841","1.812","1.837","1.818","2.236","2.060","1.538","2.139","1.424","1.859","0.951","1.858","1.812","0.986","1.710","1.805","1.425","2.251","1.859","1.365","2.201","1.042","1.809","2.136","1.817","1.848","1.581","2.186","1.860","2.343"
"Ctet_YS88.v1.contig_175_pilon.g057350.t1","1.649","1.556","1.737","0.000","1.360","1.695","1.999","2.046","1.699","","1.728","1.699","1.724","1.704","2.122","1.946","1.424","2.025","1.468","1.745","1.394","1.745","1.699","1.429","1.597","1.691","1.465","2.137","1.745","1.502","2.087","1.485","1.695","2.023","1.704","1.735","1.467","2.073","1.747","2.229"
"Ccajan.v1.contig_2016_pilon.g238390.t1","1.649","1.556","1.737","","1.360","1.695","1.999","2.046","1.699","0.000","1.728","1.699","1.724","1.704","2.122","1.946","1.424","2.025","1.468","1.745","1.394","1.745","1.699","1.429","1.597","1.691","1.465","2.137","1.745","1.502","2.087","1.485","1.695","2.023","1.704","1.735","1.467","2.073","1.747","2.229"
"Vvexilla_YS115.hap1.v1.h1tg000008l.g140850.t1","1.869","2.013","1.957","0.716","1.817","1.915","2.219","2.266","1.919","0.716","1.948","1.919","1.944","1.925","2.342","2.166","0.706","2.246","0.222","1.965","0.280","1.965","1.919","1.886","0.573","1.911","0.222","2.357","1.965","1.957","2.307","1.942","1.916","2.243","1.924","","1.319","2.293","0.207","2.449"
"Vigun04g066400.1","1.921","2.064","2.009","0.767","1.868","1.966","2.270","2.318","1.971","0.767","1.999","1.971","1.995","1.976","2.394","2.218","0.757","2.297","0.273","2.017","0.332","2.017","1.971","1.938","0.625","1.963","0.273","2.409","2.017","2.009","2.359","1.994","1.967","2.295","1.976","0.207","1.371","2.344","","2.501"
"Plun_YS103.v1.contig_1306_pilon.g084670.t1","1.832","1.975","1.920","0.679","1.779","1.877","2.181","2.229","1.882","0.679","1.911","1.882","1.906","1.887","2.305","2.129","0.668","2.208","0.000","1.928","0.243","1.928","1.882","1.849","0.536","1.874","","2.320","1.928","1.920","2.270","1.905","1.878","2.206","1.887","0.222","1.282","2.255","0.273","2.412"
"Lpur_YS149.v1.contig_1564_pilon.g093440.t1","1.832","1.975","1.920","0.679","1.779","1.877","2.181","2.229","1.882","0.679","1.911","1.882","1.906","1.887","2.305","2.129","0.668","2.208","","1.928","0.243","1.928","1.882","1.849","0.536","1.874","0.000","2.320","1.928","1.920","2.270","1.905","1.878","2.206","1.887","0.222","1.282","2.255","0.273","2.412"
"Maxil_YS73.v1.contig_11_pilon.g003630.t1","1.830","1.974","1.918","0.677","1.778","1.876","2.180","2.227","1.880","0.677","1.909","1.880","1.905","1.886","2.303","2.127","0.667","2.206","0.243","1.926","","1.926","1.880","1.847","0.534","1.872","0.243","2.318","1.926","1.918","2.268","1.903","1.877","2.204","1.885","0.280","1.280","2.254","0.332","2.410"
"Pero_YS156.v1.contig_1033_pilon.g065100.t1","1.742","1.885","1.830","0.589","1.690","1.788","2.092","2.139","1.792","0.589","1.821","1.792","1.817","1.797","2.215","2.039","0.579","2.118","0.546","1.838","0.470","1.838","1.792","1.759","","1.784","0.546","2.230","1.838","1.830","2.180","1.815","1.789","2.116","1.797","0.584","1.192","2.166","0.635","2.322"
"Pero_YS156.v1.contig_953_pilon.g407800.t1","1.731","1.875","1.820","0.578","1.679","1.777","2.081","2.129","1.781","0.578","1.810","1.781","1.806","1.787","2.205","2.029","0.568","2.108","0.536","1.828","0.459","1.827","1.781","1.748","","1.774","0.536","2.220","1.828","1.819","2.170","1.804","1.778","2.105","1.786","0.573","1.182","2.155","0.625","2.312"
"Maxil_YS73.v1.contig_154_pilon.g049500.t1","1.817","1.960","1.905","0.664","1.764","1.863","2.166","2.214","1.867","0.664","1.896","1.867","1.891","1.872","2.290","2.114","0.654","2.193","0.621","1.913","","1.913","1.867","1.834","0.459","1.859","0.621","2.305","1.913","1.905","2.255","1.890","1.863","2.191","1.872","0.659","1.267","2.241","0.710","2.397"
"Ctet_YS88.v1.contig_169_pilon.g037960.t1","1.711","1.855","1.800","0.000","1.659","1.757","2.061","2.108","1.761","","1.790","1.761","1.786","1.767","2.185","2.008","0.090","2.088","0.679","1.807","0.664","1.807","1.761","1.728","0.578","1.753","0.679","2.199","1.807","1.799","2.150","1.784","1.758","2.085","1.766","0.716","1.161","2.135","0.767","2.291"
"Ccajan.v1.contig_1206_pilon.g076460.t1","1.711","1.855","1.800","","1.659","1.757","2.061","2.108","1.761","0.000","1.790","1.761","1.786","1.767","2.185","2.008","0.090","2.088","0.679","1.807","0.664","1.807","1.761","1.728","0.578","1.753","0.679","2.199","1.807","1.799","2.150","1.784","1.758","2.085","1.766","0.716","1.161","2.135","0.767","2.291"
"Itin_YS146.v1.contig_102_pilon.g004600.t1","1.701","1.845","1.789","0.090","1.649","1.747","2.051","2.098","1.751","0.090","1.780","1.751","1.776","1.757","2.175","1.998","","2.078","0.668","1.797","0.654","1.797","1.751","1.718","0.568","1.743","0.668","2.189","1.797","1.789","2.139","1.774","1.748","2.075","1.756","0.706","1.151","2.125","0.757","2.281"
"Ctet_YS88.v1.contig_191_pilon.g072170.t1","1.735","1.879","1.823","0.005","1.683","1.781","2.085","2.132","1.785","","1.814","1.785","1.810","1.791","2.209","2.032","0.456","2.112","0.702","1.831","0.688","1.831","1.785","1.752","0.602","1.777","0.702","2.223","1.831","1.823","2.173","1.808","1.782","2.109","1.790","0.740","1.185","2.159","0.791","2.315"
"Ccajan.v1.contig_1080_pilon.g028170.t1","1.737","1.881","1.825","","1.685","1.783","2.087","2.134","1.787","0.005","1.816","1.787","1.812","1.793","2.210","2.034","0.458","2.113","0.704","1.833","0.689","1.833","1.787","1.754","0.604","1.779","0.704","2.225","1.833","1.825","2.175","1.810","1.784","2.111","1.792","0.742","1.187","2.161","0.793","2.317"
